id,Data source citation,Class,Order,Family,Genus,Species,Sub species,Authority,Common Name,Location of population,Country list,Region,Decimal Latitude,Decimal Longitude,Are coordinates for specific location?,system,biome,realm,Native,Alien,Invasive,Units,Sampling method,Data transformed,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,
5173," Eaton, M. A., G. E. Austin, et al. (2007). The state of the UK's birds 2006. Sandy, Bedfordshire., RSPB, BTO, WWT, CCW, EHS, NE, & SNH.",Aves,Suliformes,Phalacrocoracidae,Gulosus,aristotelis,"(Linnaeus, 1761)",European shag,"Isles of Scilly","United Kingdom",Europe,49.93139,-6.31306,false,Marine,Unknown,Atlantic north temperate,Yes,No,No,Number of breeding pairs,Count / survey,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108,,,,,,1286,,,,,,,,,
